id,question,generated_answer,latency,Recall@5,Recall@10,MRR,NDCG@10,EM,F1,ROUGE-1,ROUGE-L
9509970955602158_19,آیا قراردادهای پیمانکاری که پیمانکار خود کار را انجام می‌دهد و از کارگر استفاده نمی‌کند، از کسر حق بیمه معاف هستند؟,اطلاعات کافی در اسناد یافت نشد.,2.2672648429870605,0,0,0.0,0.0,0,0.0,0.0,0.0
9509970001000249_8,حق حبس چگونه بر دعوای الزام به ایفای تعهدات قراردادی تأثیر می‌گذارد؟,اطلاعات کافی در اسناد یافت نشد.,2.4414751529693604,0,0,0.0,0.0,0,0.0333,0.0,0.0
9309970001000233_1,شرایط شکلی دعوای اعسار چیست و عدم پیوست استشهادیه به دادخواست چه تأثیری بر روند دعوا دارد؟,شرایط شکلی دعوای اعسار شامل رعایت شرایط مقرر قانونی در استشهادیه پیوست دادخواست اعسار است. عدم رعایت این شرایط موجب صدور قرار رد دعوی به دلیل غیر قابل استماع بودن آن می‌شود، اما این موضوع از موارد صدور حکم به بطلان دعوی محسوب نمی‌گردد [DOC_1].,3.2308590412139893,0,0,0.0,0.0,0,0.5526,0.0,0.0
9509970956201430_20,بار اثبات رابطه کارگری و کارفرمایی به عهده کیست و چه مدارکی برای اثبات این رابطه لازم است؟,بار اثبات رابطه کارگری و کارفرمایی بر عهده کارگر است و او باید دلایل مربوط به رابطه کارگری و کارفرمایی، مدت آن، دستمزد و مزایای قانونی کار را ارائه دهد [DOC_1].,2.81770920753479,0,0,0.0,0.0,0,0.5479,0.0,0.0
9209970270201283_3,تخفیف مجازات به کمتر از حداقل قانونی چه شرایطی دارد و دادگاه چگونه می‌تواند در این مورد رأی دهد؟,"تخفیف مجازات به کمتر از حداقل قانونی مستلزم وجود شرایط خاصی است. طبق ماده 37 قانون مجازات اسلامی 1392، در صورت وجود کیفیات مخففه، دادگاه می‌تواند مجازات حبس را به یک تا سه درجه تقلیل دهد و تبدیل آن به انواع دیگر مجازات فاقد وجاهت قانونی است [DOC_3]. همچنین، در صورت استناد دادگاه به تخفیف مجازات، باید مجازات تعیین شده کمتر از حداقل مجازات قانونی باشد [DOC_8]. 

در مرحله تجدیدنظر نیز، دادگاه می‌تواند با توجه به شرایط قانونی و بر اساس ماده 22 قانون مجازات اسلامی، کیفیت و نوع تخفیف را تغییر دهد و از این اختیار قانونی برای اعمال تخفیف مجازات استفاده کند [DOC_6].",4.333495616912842,1,1,1.0,1.0,0,0.3862,0.0,0.0
9409970221600423_14,ابلاغ تصمیم اداره ثبت به همسایه مخاطب چه شرایطی دارد و آیا این ابلاغ قانونی محسوب می‌شود؟,اطلاعات کافی در اسناد یافت نشد.,2.4039394855499268,0,0,0.0,0.0,0,0.0571,0.0,0.0
9209970902400520_0,حق عائله‌مندی زنان بی‌سرپرست طبق بند 4 ماده 68 قانون مدیریت خدمات کشوری شامل چه افرادی می‌شود؟,حق عائله‌مندی زنان بی‌سرپرست طبق بند 4 ماده 68 قانون مدیریت خدمات کشوری شامل زنان شاغل و بازنشسته و وظیفه بگیر می‌شود که همسر داشته و همسرشان فوت نموده یا به طور کلی ازدواج نکرده باشند [DOC_2].,3.1480817794799805,1,1,0.5,0.6309297535714575,0,0.7222,0.6667,0.6667
9309970955401134_13,سوال: چه شرایطی برای تعیین درصد جانبازی در کمیسیون تشخیص میزان از کارافتادگی ناشی از انفجار مواد منفجره بازمانده از جنگ وجود دارد؟,برای تعیین درصد جانبازی در کمیسیون تشخیص میزان از کارافتادگی ناشی از انفجار مواد منفجره بازمانده از جنگ، صرف سهلانگاری و دستکاری نارنجک به جا مانده از دوران جنگ مانع از طرح موضوع و تعیین درصد جانبازی نمی‌باشد. به عبارت دیگر، حتی اگر فرد به دلیل سهل‌انگاری دچار آسیب شده باشد، این موضوع مانع از بررسی و تعیین درصد از کارافتادگی در کمیسیون نخواهد بود. رأی شعبه بدوی دیوان عدالت اداری نیز به این نکته اشاره کرده و حکم به ورود شکایت و الزام طرف شکایت به طرح موضوع در کمیسیون جهت تعیین درصد از کارافتادگی یا جانبازی صادر شده است [DOC_1].,4.903223037719727,1,1,1.0,1.0,0,0.549,0.0,0.0
9209970221500862_11,مفهوم ثالث در دعوای اعتراض ثالث چیست و چه تأثیری بر وضعیت خواهان دارد؟,"مفهوم ""ثالث"" در دعوای اعتراض ثالث به شخصی اطلاق می‌شود که از رأی اصلی متضرر شده و در این دعوا باید نفع او نیز احراز شود. به عبارت دیگر، شخص ثالث باید نشان دهد که رأی صادره به او آسیب رسانده است تا بتواند در این دعوا شرکت کند و اعتراض خود را مطرح نماید [DOC_2]. 

این وضعیت می‌تواند تأثیر قابل توجهی بر خواهان داشته باشد، زیرا اگر اعتراض ثالث پذیرفته شود، ممکن است رأی اصلی تغییر کند یا باطل شود که به نفع شخص ثالث و به ضرر خواهان خواهد بود.",3.8659684658050537,0,0,0.0,0.0,0,0.4375,0.0,0.0
9309970220500031_8,رابطه عدم تمکین زوجه و بزه ترک انفاق چیست و آیا عدم تمکین مانع از تحقق این بزه می‌شود؟,"رابطه عدم تمکین زوجه و بزه ترک انفاق به این صورت است که عدم تمکین زوجه می‌تواند تأثیراتی بر تحقق بزه ترک انفاق داشته باشد. به طور خاص، اگر عدم تمکین زوجه موجه و قانونی باشد، مانند استفاده از حق حبس، این عدم تمکین مانع از تحقق بزه ترک انفاق توسط زوج نخواهد بود [DOC_8]. 

علاوه بر این، در مواردی که زوجه به دلیل خشونت زوج منزل را ترک کند، این اقدام نیز نمی‌تواند به عنوان مانع از تحقق بزه ترک انفاق تلقی شود، مگر اینکه خطر جانی یا شرفی اثبات شود [DOC_6]. 

در نهایت، ارائه حکم الزام به تمکین زوجه نیز مانع از تحقق بزه ترک انفاق است [DOC_1]. بنابراین، عدم تمکین زوجه در شرایط خاص می‌تواند مانع از تحقق بزه ترک انفاق شود.",4.4522480964660645,0,0,0.0,0.0,0,0.1333,0.0,0.0
