id,question,generated_answer,latency,Recall@5,Recall@10,MRR,NDCG@10,EM,F1,ROUGE-1,ROUGE-L
9509970955602158_19,آیا قراردادهای پیمانکاری که پیمانکار خود کار را انجام می‌دهد و از کارگر استفاده نمی‌کند، از کسر حق بیمه معاف هستند؟,بله، قراردادهای پیمانکاری که پیمانکار خود کار را انجام می‌دهد و از کارگر استفاده نمی‌کند، از کسر حق بیمه معاف هستند. بر اساس ماده 38 قانون تأمین اجتماعی، این نوع قراردادها مشمول تعهد کارفرما به پرداخت بیمه کارکنان نمی‌گردند [DOC_2].,5.272922992706299,1,1,1.0,1.0,0,0.6667,0.0,0.0
9509970001000249_8,حق حبس چگونه بر دعوای الزام به ایفای تعهدات قراردادی تأثیر می‌گذارد؟,حق حبس بر دعوای الزام به ایفای تعهدات قراردادی تأثیر قابل توجهی دارد. به‌طور خاص، در قراردادهای بیع که هر یک از طرفین دارای حق حبس هستند، الزام صاحب حق حبس به ایفای تعهدات قراردادی منوط به انجام تعهد طرف مقابل به نحو کامل می‌باشد. به عبارت دیگر، اگر یکی از طرفین به تعهدات خود عمل نکند، طرف دیگر نمی‌تواند به ایفای تعهدات خود ملزم شود [DOC_1].,5.706510305404663,1,1,1.0,1.0,0,0.7107,0.0,0.0
9309970001000233_1,شرایط شکلی دعوای اعسار چیست و عدم پیوست استشهادیه به دادخواست چه تأثیری بر روند دعوا دارد؟,"شرایط شکلی دعوای اعسار شامل رعایت شرایط استشهادیه پیوست به دادخواست است. طبق ماده 506 قانون آیین دادرسی مدنی، استشهادیه باید شامل اطلاعاتی نظیر شغل مدعی اعسار، وسیله امرار معاش و منشاء اطلاعات شهود باشد. در صورت عدم رعایت این شرایط، استشهادیه تقدیمی منشاء اثر نخواهد داشت و دادگاه مکلف به صدور قرار رد دعوا خواهد بود، نه صدور حکم به بطلان دعوا [DOC_1][DOC_2][DOC_3][DOC_4][DOC_5].

به عبارت دیگر، عدم پیوست استشهادیه به دادخواست اعسار می‌تواند منجر به صدور قرار عدم استماع دعوا شود و این موضوع تأثیر منفی بر روند دعوا خواهد داشت [DOC_3][DOC_4].",5.822654485702515,1,1,1.0,1.0,0,0.4194,0.0,0.0
9509970956201430_20,بار اثبات رابطه کارگری و کارفرمایی به عهده کیست و چه مدارکی برای اثبات این رابطه لازم است؟,"بار اثبات رابطه کارگری و کارفرمایی بر عهده کارگر است. کارگر باید دلایل و مدارکی را ارائه دهد که حاکی از وجود این رابطه باشد. همچنین، در صورتی که رابطه کارگری و کارفرمایی اثبات شود، پرداخت حقوق به عهده کارفرما خواهد بود [DOC_1][DOC_2][DOC_3]. 

به طور خاص، کارگر باید مدارکی مانند قرارداد کار، فیش‌های حقوقی و سایر مستندات مرتبط را ارائه کند تا بتواند رابطه کارگری خود را اثبات نماید. اقرار کارفرما به تنهایی بدون ارائه مدارک معتبر نمی‌تواند به عنوان دلیل کافی برای اثبات رابطه کارگری و کارفرمایی محسوب شود [DOC_5][DOC_8].",6.396041393280029,0,0,0.0,0.0,0,0.3759,0.0,0.0
9209970270201283_3,تخفیف مجازات به کمتر از حداقل قانونی چه شرایطی دارد و دادگاه چگونه می‌تواند در این مورد رأی دهد؟,"تخفیف مجازات به کمتر از حداقل قانونی در مواردی امکان‌پذیر است که دادگاه با احراز کیفیات مخففه، مکلف به تعیین مجازات اصلی (حبس) به کمتر از حداقل قانونی آن باشد. به عبارت دیگر، در صورت وجود شرایط خاص و کیفیات مخففه، دادگاه می‌تواند مجازات را به میزان کمتر از حداقل مقرر در قانون تعیین کند [DOC_1][DOC_2][DOC_3].

به عنوان مثال، در مواردی که دادگاه به تخفیف مجازات اقدام می‌کند، باید توجه داشته باشد که این تخفیف باید به گونه‌ای باشد که مجازات تعیین شده کمتر از حداقل قانونی باشد و در غیر این صورت، اقدام دادگاه فاقد وجاهت قانونی خواهد بود [DOC_4][DOC_8]. 

در نهایت، اگر دادگاه به تخفیف مجازات اقدام کند، باید این تخفیف به صورت مستند و مطابق با مقررات قانونی انجام شود و در صورت عدم رعایت این نکات، امکان اعاده دادرسی وجود دارد [DOC_6][DOC_7].",6.525270938873291,0,0,0.0,0.0,0,0.3295,0.0,0.0
9409970221600423_14,ابلاغ تصمیم اداره ثبت به همسایه مخاطب چه شرایطی دارد و آیا این ابلاغ قانونی محسوب می‌شود؟,"ابلاغ تصمیم اداره ثبت به همسایه مخاطب به عنوان ابلاغ قانونی محسوب نمی‌شود. بر اساس مستندات، اوراق اخطاریه می‌بایست یا به شخص مخاطب یا یکی از بستگان ایشان ابلاغ و یا در محل الصاق شود. در صورتی که ابلاغ به همسایه انجام شود، این ابلاغ صحیح نخواهد بود و به عنوان ابلاغ قانونی تلقی نمی‌شود [DOC_1][DOC_2]. 

علاوه بر این، طبق ماده 83 قانون آئین دادرسی مدنی، در مواردی که اخطاریه به شخصی غیر از مخاطب ابلاغ می‌شود، ابلاغ در صورتی معتبر است که دادگاه اطمینان حاصل کند که اخطاریه به دست نامبرده رسیده است. در غیاب چنین اطمینانی، ابلاغ معتبر نخواهد بود [DOC_3][DOC_5].",7.773880481719971,1,1,1.0,1.0,0,0.4394,0.0,0.0
9209970902400520_0,حق عائله‌مندی زنان بی‌سرپرست طبق بند 4 ماده 68 قانون مدیریت خدمات کشوری شامل چه افرادی می‌شود؟,حق عائله‌مندی زنان بی‌سرپرست طبق بند 4 ماده 68 قانون مدیریت خدمات کشوری شامل کارمندان زن شاغل و بازنشسته و وظیفه بگیر است که دارای همسر نبوده و یا همسرشان فوت نموده باشد. این حق شامل زنانی که به طور کلی ازدواج نکرده‌اند نیز می‌گردد [DOC_1].,5.955045223236084,1,1,1.0,1.0,0,0.7901,0.6667,0.6667
9309970955401134_13,سوال: چه شرایطی برای تعیین درصد جانبازی در کمیسیون تشخیص میزان از کارافتادگی ناشی از انفجار مواد منفجره بازمانده از جنگ وجود دارد؟,"برای تعیین درصد جانبازی در کمیسیون تشخیص میزان از کارافتادگی ناشی از انفجار مواد منفجره بازمانده از جنگ، شرایط زیر وجود دارد:

1. **عدم مانع سهل‌انگاری:** صرف سهل‌انگاری و دستکاری نارنجک به جا مانده از دوران جنگ مانع از طرح موضوع و تعیین درصد جانبازی نمی‌باشد. به عبارت دیگر، حتی اگر فردی به دلیل سهل‌انگاری دچار آسیب شود، این موضوع نمی‌تواند مانع از بررسی و تعیین درصد جانبازی او در کمیسیون شود [DOC_1].

2. **وجود رابطه استخدامی:** در برخی موارد، وجود رابطه استخدامی با سپاه پاسداران انقلاب اسلامی برای تشکیل جلسه کمیسیون و تعیین درصد جانبازی ضروری است. اگر فردی هیچ‌گونه رابطه استخدامی با سپاه نداشته باشد، نمی‌تواند درخواست تعیین درصد جانبازی را مطرح کند [DOC_2].

بنابراین، برای تعیین درصد جانبازی، باید به این دو شرط توجه شود.",6.838409900665283,1,1,1.0,1.0,0,0.4358,0.0,0.0
9209970221500862_11,مفهوم ثالث در دعوای اعتراض ثالث چیست و چه تأثیری بر وضعیت خواهان دارد؟,"مفهوم ثالث در دعوای اعتراض ثالث به این معناست که اگر خواهان دعوای اعتراض ثالث، قبلاً دعوای ورود ثالث را در خصوص رأی مورد اعتراض طرح نموده و سپس آن را استرداد کند، دیگر نمی‌تواند به عنوان ثالث در دعوای اعتراض ثالث مطرح شود. این به این دلیل است که امکان حضور با اراده در قالب استرداد دعوا ساقط شده و بنابراین عنوان ثالث بر وی صدق نمی‌کند. در این حالت، دادگاه دعوی مطروحه را به دلیل عدم استماع قابل قبول نمی‌داند و قرار عدم استماع دعوی صادر می‌کند [DOC_1].

این وضعیت تأثیر منفی بر خواهان دارد، زیرا او دیگر نمی‌تواند به عنوان معترض ثالث در دعوا شرکت کند و حق خود را در این زمینه از دست می‌دهد.",5.835330963134766,1,1,1.0,1.0,0,0.6738,0.0,0.0
9309970220500031_8,رابطه عدم تمکین زوجه و بزه ترک انفاق چیست و آیا عدم تمکین مانع از تحقق این بزه می‌شود؟,"رابطه عدم تمکین زوجه و بزه ترک انفاق به این صورت است که عدم تمکین زوجه مانع از تحقق بزه ترک انفاق می‌باشد. به عبارت دیگر، برای اینکه بزه ترک انفاق محقق شود، یکی از شرایط لازم تمکین زوجه از زوج است. اگر زوجه به دلایلی موجه از تمکین خودداری کند، عدم پرداخت نفقه از سوی زوج نمی‌تواند مصداق بزه ترک انفاق باشد [DOC_1][DOC_3][DOC_4].

به طور خاص، در مواردی که عدم تمکین زوجه به تشخیص دادگاه موجه شناخته شود، عدم تادیه نفقه از سوی زوج به عنوان بزه ترک انفاق تلقی نمی‌شود [DOC_3]. همچنین، در مواردی که زوجه به دلیل عدم امنیت جانی از تمکین خودداری کند، این موضوع نیز مانع از تحقق بزه ترک انفاق خواهد بود [DOC_4].",7.031312704086304,1,1,1.0,1.0,0,0.155,0.0,0.0
