id,question,generated_answer,latency,Recall@5,Recall@10,MRR,NDCG@10,EM,F1,ROUGE-1,ROUGE-L
9509970955602158_19,آیا قراردادهای پیمانکاری که پیمانکار خود کار را انجام می‌دهد و از کارگر استفاده نمی‌کند، از کسر حق بیمه معاف هستند؟,"آیا قراردادهای پیمانکاری که پیمانکار خود کار را انجام می‌دهد و از کارگر استفاده نمی‌کند، از کسر حق بیمه معاف هستند؟

پاسخ: نه، این قراردادها از کسر حق بیمه معاف نیستند. در مورد این نوع قراردادها، ماده 38 قانون تامین اجتماعی می‌گوید که حق بیمه در قراردادهای مقاطعه کاری به ترتیب مقرر در ماده 28 قانون تامین اجتماعی موکول شده است. سازمان به موجب منصوبه مورخ 70/1/24 شورای عالی تامین اجتماعی و متعاقب بخشنامه‌های 14-145 درآمد با لحاظ مواد 28-41 درصد مقطوعی از بهای ناخالص پیمان را به عنوان حق بیمه قراردادهای مقاطعه کاری تعیین نموده است.",8.248517513275146,1,1,1.0,1.0,0,0.3333,0.0,0.0
9509970001000249_8,حق حبس چگونه بر دعوای الزام به ایفای تعهدات قراردادی تأثیر می‌گذارد؟,"حق حبس بر دعوای الزام به ایفای تعهدات قراردادی تأثیر می‌گذارد به شرح زیر:

1. در صورت فسخ عقد، حق حبس برای مشتری نمی‌تواند به استناد آن استفاده شود، زیرا عقدی وجود ندارد و قابل اعمال نیست.

2. در دعوای الزام به ایفای تعهدات، دادگاه بدوی رای دادگاه الزام خوانده است که صاحب حق حبس به انجام تعهدات قراردادی الزام شده است.

3. در صورت عدم انجام تعهدات، دادگاه بدوی رای دادگاه الزام خوانده است که صاحب حق حبس به انجام تعهدات می‌باید.

4. در دعوای این نوع، دادگاه بدوی رای دادگاه الزام خوانده است که صاحب حق حبس به انجام تعهدات می‌باید.

5. در صورت عدم انجام تعهدات، دادگاه بدوی رای دادگاه الزام خوانده است که صاحب حق حبس به انجام تعهدات می‌باید.

6. در دعوای این نوع، دادگاه بدوی رای دادگاه الزام خوانده است که صاحب حق حبس به انجام تعهدات می‌باید.

7. در صورت عدم انجام تعهدات، دادگاه بدوی رای دادگاه الزام خوانده است که صاحب حق حبس به انجام تعهدات می‌باید.

8. در دعوای این نوع، دادگاه بدوی رای دادگاه الزام خوانده است که صاحب حق حبس به انجام تعهدات می‌باید.

9. در صورت عدم انجام تعهدات، دادگاه بدوی رای دادگاه الزام خوانده است که صاحب حق حبس به انجام تعهدات می‌باید.

10. در دعوای این نوع، دادگاه بدوی رای دادگاه الزام خوانده است که صاحب حق حبس به انجام تعهدات می‌باید.

11. در صورت عدم انجام تعهدات، دادگاه بدوی رای دادگاه الزام خوانده است که صاحب حق حبس به انجام تعهدات می‌باید.

12. در دعوای این نوع، دادگاه بدوی رای دادگاه الزام خوانده است که صاحب حق حبس به انجام تعهدات می‌باید.

13. در صورت عدم انجام تعهدات، دادگاه بدوی رای دادگاه الزام خوانده است که صاحب حق حبس به انجام تعهدات می‌باید.

14. در دعوای این نوع، دادگاه بدوی رای دادگاه الزام خوانده است که صاحب حق حبس به انجام تعهدات می‌باید.

15. در صورت عدم انجام تعهدات، دادگاه بدوی رای دادگاه الزام خوانده است که صاحب حق حبس به انجام تعهدات می‌باید.

16. در دعوای این نوع، دادگاه بدوی رای دادگاه الزام خوانده است که صاحب حق حبس به انجام تعهدات می‌باید.

17. در صورت عدم انجام تعهدات، دادگاه بدوی رای دادگاه الزام خوانده است که صاحب حق حبس به انجام تعهدات می‌باید.

18. در دعوای این نوع، دادگاه بدوی رای دادگاه الزام خوانده است که صاحب حق حبس به انجام تعهدات می‌باید.

1",13.776803731918335,1,1,1.0,1.0,0,0.1573,0.0,0.0
9309970001000233_1,شرایط شکلی دعوای اعسار چیست و عدم پیوست استشهادیه به دادخواست چه تأثیری بر روند دعوا دارد؟,شرایط شکلی دعوای اعسار شامل استفاده از شهادتنامه‌هایی است که از قواعد آمره و شرایط مقررات قانونی رعایت شده باشد. عدم پیوست استشهادیه به دادخواست می‌تواند به دلیل عدم رعایت شرایط استشهادیه پیوست دادخواست اعسار، دادگاه مکلف به صدور قرار عدم استماع دعوی شود. این می‌تواند به عدم موفقیت در رسیدگی به دعوی اعسار و احتمال تأخیر در رسیدگی به دعوی تجدیدنظرخواهی اعسار اثر بگذارد.,6.8797523975372314,1,1,1.0,1.0,0,0.4167,0.0,0.0
9509970956201430_20,بار اثبات رابطه کارگری و کارفرمایی به عهده کیست و چه مدارکی برای اثبات این رابطه لازم است؟,بار اثبات رابطه کارگری و کارفرمایی برعهده کارگر است. برای اثبات این رابطه لازم است دادخواست خوانده شده و مدارک مانند اظهارات طرفین، محتویات پرونده متشکله در اداره کار و اظهارات طرفین اولا به موجب اصول مسلم حقوقی و مواد 14 و 15 آیین‌نامه اجرایی ماده 164 قانون کار و ماده 87 آیین دادرسی کار، اثبات رابطه کار و دائمی بودن آن را ارائه دهد.,6.7886316776275635,0,0,0.0,0.0,0,0.4673,0.0,0.0
9209970270201283_3,تخفیف مجازات به کمتر از حداقل قانونی چه شرایطی دارد و دادگاه چگونه می‌تواند در این مورد رأی دهد؟,تخفیف مجازات به کمتر از حداقل قانونی باید با توجه به مقررات قانونی اعمال شود. دادگاه می‌تواند در این مورد رأی دهد اگر با توجه به محتویات پرونده و ملاحظه‌های دادگاه، می‌تواند مجازات را کمتر از حداقل قانونی تعیین کند. در این صورت، دادگاه باید میزان جزای نقدی را تقلیل دهد یا مجازاتی کمتر از حداقل قانونی را تعیین کند. این مورد در ماده 22 قانون مجازات اسلامی ذکر شده است.,6.4894537925720215,0,0,0.0,0.0,0,0.4685,0.0,0.0
9409970221600423_14,ابلاغ تصمیم اداره ثبت به همسایه مخاطب چه شرایطی دارد و آیا این ابلاغ قانونی محسوب می‌شود؟,ابلاغ تصمیم اداره ثبت به همسایه مخاطب باید به شخص مخاطب یا یکی از بستگان او ابلاغ شود یا در محل الصاق شود. این ابلاغ قانونی محسوب نمی‌شود و اوراق اخطاریه می‌بایست به این شرایط ابلاغ شود.,5.6415979862213135,1,1,1.0,1.0,0,0.7879,0.0,0.0
9209970902400520_0,حق عائله‌مندی زنان بی‌سرپرست طبق بند 4 ماده 68 قانون مدیریت خدمات کشوری شامل چه افرادی می‌شود؟,حق عائله‌مندی زنان بی‌سرپرست طبق بند 4 ماده 68 قانون مدیریت خدمات کشوری شامل زنان شاغل و بازنشسته و وظیفه بگیر که همسر داشته و همسرشان فوت نموده و یا به طور کلی ازدواج‌نکرده باشند.,6.1695568561553955,1,1,1.0,1.0,0,0.7429,1.0,1.0
9309970955401134_13,سوال: چه شرایطی برای تعیین درصد جانبازی در کمیسیون تشخیص میزان از کارافتادگی ناشی از انفجار مواد منفجره بازمانده از جنگ وجود دارد؟,"برای تعیین درصد جانبازی در کمیسیون تشخیص میزان از کارافتادگی ناشی از انفجار مواد منفجره بازمانده از جنگ، شرایط زیر وجود دارد:

1. وجود رابطه استخدامی با سپاه پاسداران انقلاب اسلامی.
2. مجروحیت شاکی ناشی از درگیری با ضارب و پرداخت دیه به پرداخت.
3. وجود مدارک پزشکی مبنی بر مجروحیت شیمیایی شاکی.
4. مدارک بالینی و گواهی‌های معتبر مبنی بر سابقه مجروحیت شاکی در زمان وقوع حادثه.
5. تأیید نامه‌های مندرج در بند یک کمیسیون پزشکی بنیاد مستضعفان و جانبازان انقلاب اسلامی.
6. تأیید نامه‌های مندرج در بند یک مدیر کل پزشکی قانون استان تهران.
7. تأیید نامه‌های مندرج در بند یک معاون بهداشت و درمان اداره کل بنیاد جانبازان تهران بزرگ.
8. تأیید نامه‌های مندرج در بند یک معاون عملیات معاونت ارکان و امور مشترک ستاد کل نیروهای مسلح.

در صورت وجود این شرایط، شکایت و خواسته شاکی را غیر وارد تشخیص و حکم به رد شکایت مطروحه صادر و اعلام می‌گردد.",9.680431127548218,1,1,1.0,1.0,0,0.2537,0.0,0.0
9209970221500862_11,مفهوم ثالث در دعوای اعتراض ثالث چیست و چه تأثیری بر وضعیت خواهان دارد؟,مفهوم ثالث در دعوای اعتراض ثالث به معنای دعوای اعتراضی که قبل از استرداد دعوای ورود ثالث در خصوص رأی مورد اعتراض طرح شده و متعاقبا آن‌را استرداد نماید است. در این صورت، عنوان ثالث بر وی صدق نمی‌کند و دادگاه با احترام به محتویات پرونده و نحوه طرح دعوی معنونه از سوی خواهان معترض ثالث، که معلوم می‌گردد، مشارالیها در پرونده موضوع دادنامه مدعی به لحاظ لف وضم هر دو پرونده کلاسه [CASE_ID_c12314a3] تحت عنوان خواسته تعیین و اخراج سهم الارث از ماترک مرحوم الف. م. آن و کلاسه [CASE_ID_8f534f69]تحت عنوان خواسته ورود ثالث در پرونده موصوف، جزء اول از طرفین بوده که این امر مانع برای طرح دعوی اعتراض ثالث می‌باشد.,7.998894453048706,1,1,1.0,1.0,0,0.4641,0.0,0.0
9309970220500031_8,رابطه عدم تمکین زوجه و بزه ترک انفاق چیست و آیا عدم تمکین مانع از تحقق این بزه می‌شود؟,رابطه عدم تمکین زوجه و بزه ترک انفاق مانع از تحقق بزه ترک انفاق است. عدم تمکین زوجه مانع از تحقق بزه ترک انفاق است.,5.000014066696167,1,1,1.0,1.0,0,0.5714,0.0,0.0
