id,question,generated_answer,latency,Recall@5,Recall@10,MRR,NDCG@10,EM,F1,ROUGE-1,ROUGE-L
9509970955602158_19,آیا قراردادهای پیمانکاری که پیمانکار خود کار را انجام می‌دهد و از کارگر استفاده نمی‌کند، از کسر حق بیمه معاف هستند؟,بله، قراردادهای پیمانکاری که پیمانکار خود کار را انجام می‌دهد و از کارگر استفاده نمی‌کند، از کسر حق بیمه معاف هستند. این موضوع در ماده 38 قانون تأمین اجتماعی تصریح شده است که چنین قراردادهایی مشمول کسر حق بیمه نمی‌گردند [DOC_1].,2.387040138244629,1,1,0.2,0.38685280723454163,0,0.6562,0.0,0.0
9509970001000249_8,حق حبس چگونه بر دعوای الزام به ایفای تعهدات قراردادی تأثیر می‌گذارد؟,حق حبس بر دعوای الزام به ایفای تعهدات قراردادی تأثیر قابل توجهی دارد. به‌طور خاص، در قرارداد بیع که هر یک از طرفین دارای حق حبس هستند، الزام صاحب حق حبس به ایفای تعهدات قراردادی منوط به انجام تعهد طرف مقابل به نحو کامل می‌باشد. به عبارت دیگر، اگر یکی از طرفین به تعهدات خود عمل نکند، طرف دیگر نمی‌تواند به ایفای تعهدات خود ملزم شود [DOC_1].,2.4405570030212402,1,1,1.0,1.0,0,0.7107,0.0,0.0
9309970001000233_1,شرایط شکلی دعوای اعسار چیست و عدم پیوست استشهادیه به دادخواست چه تأثیری بر روند دعوا دارد؟,"شرایط شکلی دعوای اعسار شامل الزام به پیوست کردن استشهادیه به دادخواست اعسار است. عدم پیوست استشهادیه به دادخواست، موجب صدور قرار رد دعوا می‌شود و نه حکم به بطلان دعوا. به عبارت دیگر، اگر استشهادیه به دادخواست اعسار پیوست نشده باشد، این موضوع می‌تواند به عنوان یکی از دلایل رد دعوا مورد استناد قرار گیرد [DOC_1].

همچنین، در دعوی اعسار، خواهان موظف است که شهادت‌نامه با شرایط قانونی به دادخواست ضمیمه کند و عدم احضار شهود از سوی دادگاه، از مسئولیت خواهان در این زمینه نمی‌کاهد [DOC_2]. در صورتی که استشهادیه به درستی تنظیم نشده باشد یا شرایط شکلی آن رعایت نشده باشد، دادگاه می‌تواند قرار رد دعوی را صادر کند [DOC_5].",3.9770548343658447,1,1,1.0,1.0,0,0.4028,0.0,0.0
9509970956201430_20,بار اثبات رابطه کارگری و کارفرمایی به عهده کیست و چه مدارکی برای اثبات این رابطه لازم است؟,بار اثبات رابطه کارگری و کارفرمایی بر عهده کارگر می‌باشد. کارگر باید دلایل و مدارک قابل اعتنایی را ارائه دهد که حاکی از وجود این رابطه باشد. در صورتی که کارگر بتواند این رابطه را اثبات کند، سپس کارفرما مسئولیت پرداخت حقوق را بر عهده خواهد داشت [DOC_1][DOC_6].,2.756431818008423,0,0,0.0,0.0,0,0.4222,0.0,0.0
9209970270201283_3,تخفیف مجازات به کمتر از حداقل قانونی چه شرایطی دارد و دادگاه چگونه می‌تواند در این مورد رأی دهد؟,"تخفیف مجازات به کمتر از حداقل قانونی تحت شرایط خاصی امکان‌پذیر است. بر اساس ماده 22 قانون مجازات اسلامی، دادگاه می‌تواند در صورت وجود کیفیات مخففه، مجازات بزه را کمتر از حداقل مقرر در قانون تعیین نماید. این امر به ویژه در مورد مجازات حبس برای بزه‌های خاص، مانند کلاهبرداری، ممنوع است و دادگاه نمی‌تواند مجازات حبس را به کمتر از حداقل قانونی تقلیل دهد [DOC_6].

علاوه بر این، در مواردی که دادگاه بدوی مجازاتی را تعیین کرده و دادگاه تجدیدنظر قائل به اعمال کیفیات مخففه باشد، می‌تواند مجازات مقرر در حکم بدوی را تقلیل دهد، اما این اقدام مستلزم تنزیل مجازات به مادون حداقل مقرر در قانون نخواهد بود [DOC_3].

در نهایت، در صورت وجود رضایت شاکی، دادگاه می‌تواند میزان جزای نقدی محکوم‌علیه را نیز تقلیل دهد [DOC_5]. 

بنابراین، تخفیف مجازات به کمتر از حداقل قانونی نیازمند وجود کیفیات مخففه و شرایط خاصی است که باید در هر پرونده به دقت بررسی شود.",4.4201741218566895,0,0,0.0,0.0,0,0.2887,0.0,0.0
9409970221600423_14,ابلاغ تصمیم اداره ثبت به همسایه مخاطب چه شرایطی دارد و آیا این ابلاغ قانونی محسوب می‌شود؟,ابلاغ تصمیم اداره ثبت به همسایه مخاطب، ابلاغ قانونی محسوب نمی‌شود. بر اساس مستندات، اوراق اخطاریه می‌بایست یا به شخص مخاطب یا یکی از بستگان ایشان ابلاغ و یا در محل الصاق شود [DOC_1][DOC_4]. بنابراین، ابلاغ به همسایه به عنوان یک روش صحیح ابلاغ شناخته نمی‌شود و شرایط قانونی لازم برای اعتبار آن رعایت نشده است.,3.492971658706665,1,1,1.0,1.0,0,0.6353,0.0,0.0
9209970902400520_0,حق عائله‌مندی زنان بی‌سرپرست طبق بند 4 ماده 68 قانون مدیریت خدمات کشوری شامل چه افرادی می‌شود؟,حق عائله‌مندی زنان بی‌سرپرست طبق بند 4 ماده 68 قانون مدیریت خدمات کشوری شامل کارمندان زن شاغل، بازنشسته و وظیفه بگیر است که دارای همسر نبوده و یا همسرشان فوت نموده باشد. به عبارت دیگر، این حق شامل زنانی می‌شود که به طور کلی ازدواج نکرده‌اند یا همسرشان فوت شده است [DOC_1].,3.084588050842285,1,1,1.0,1.0,0,0.7126,0.6667,0.6667
9309970955401134_13,سوال: چه شرایطی برای تعیین درصد جانبازی در کمیسیون تشخیص میزان از کارافتادگی ناشی از انفجار مواد منفجره بازمانده از جنگ وجود دارد؟,"برای تعیین درصد جانبازی در کمیسیون تشخیص میزان از کارافتادگی ناشی از انفجار مواد منفجره بازمانده از جنگ، شرایط زیر وجود دارد:

1. **عدم مانع سهل‌انگاری:** صرف سهل‌انگاری و دستکاری نارنجک به جا مانده از دوران جنگ، مانع از طرح موضوع و تعیین درصد جانبازی در کمیسیون نمی‌باشد. به عبارت دیگر، حتی اگر فردی به دلیل سهل‌انگاری دچار آسیب شود، این موضوع نمی‌تواند مانع از بررسی و تعیین درصد جانبازی او گردد [DOC_1].

2. **وجود مجروحیت:** در صورتی که مجروحیت فرد در زمان جنگ و در جبهه محرز و مسلم باشد، تعیین میزان از کارافتادگی یا جانبازی به کمیسیون مربوطه واگذار می‌شود [DOC_1].

این شرایط به وضوح نشان می‌دهد که کمیسیون می‌تواند به بررسی و تعیین درصد جانبازی افراد آسیب‌دیده از انفجار مواد منفجره بازمانده از جنگ بپردازد، حتی اگر در وقوع حادثه سهل‌انگاری وجود داشته باشد.",4.127076625823975,1,1,1.0,1.0,0,0.4574,0.0,0.0
9209970221500862_11,مفهوم ثالث در دعوای اعتراض ثالث چیست و چه تأثیری بر وضعیت خواهان دارد؟,"مفهوم ثالث در دعوای اعتراض ثالث به این معناست که اگر خواهان دعوای اعتراض ثالث، قبلاً دعوای ورود ثالث را در خصوص رأی مورد اعتراض طرح نموده و سپس آن را استرداد کند، به دلیل اینکه امکان حضور با اراده در قالب استرداد دعوا ساقط شده است، عنوان ثالث بر وی صدق نمی‌کند. این امر به این معناست که خواهان نمی‌تواند به عنوان شخص ثالث در دعوای اعتراض ثالث مطرح شود و این موضوع مانع از طرح دعوی اعتراض ثالث خواهد بود [DOC_3].

بنابراین، وضعیت خواهان در این زمینه به شدت تحت تأثیر این مفهوم قرار می‌گیرد و در صورتی که شرایط لازم برای عنوان ثالث بودن را نداشته باشد، نمی‌تواند دعوای اعتراض ثالث را به درستی مطرح کند.",3.0746467113494873,1,1,0.3333333333333333,0.5,0,0.6417,0.0,0.0
9309970220500031_8,رابطه عدم تمکین زوجه و بزه ترک انفاق چیست و آیا عدم تمکین مانع از تحقق این بزه می‌شود؟,رابطه عدم تمکین زوجه و بزه ترک انفاق به این صورت است که تحقق جرم ترک انفاق منوط به تمکین زوجه است. به عبارت دیگر، اگر عدم تمکین زوجه به تشخیص دادگاه موجه شناخته شود، عدم پرداخت نفقه از سوی زوج می‌تواند مصداق بزه ترک انفاق باشد [DOC_3]. بنابراین، عدم تمکین زوجه می‌تواند مانع از تحقق بزه ترک انفاق شود، به شرطی که این عدم تمکین موجه باشد [DOC_1].,2.653176784515381,0,1,0.16666666666666666,0.3562071871080222,0,0.2532,0.0,0.0
