id,question,generated_answer,latency,Recall@5,Recall@10,MRR,NDCG@10,EM,F1,ROUGE-1,ROUGE-L
9509970955602158_19,آیا قراردادهای پیمانکاری که پیمانکار خود کار را انجام می‌دهد و از کارگر استفاده نمی‌کند، از کسر حق بیمه معاف هستند؟,بله، قراردادهای پیمانکاری که پیمانکار خود کار را انجام می‌دهد و از کارگر استفاده نمی‌کند، از کسر حق بیمه معاف هستند. این موضوع در متن [DOC_1] ذکر شده است.,3.438645362854004,1,1,0.2,0.38685280723454163,0,0.8077,0.0,0.0
9509970001000249_8,حق حبس چگونه بر دعوای الزام به ایفای تعهدات قراردادی تأثیر می‌گذارد؟,,2.9857876300811768,1,1,1.0,1.0,0,0.0,0.0,0.0
9309970001000233_1,شرایط شکلی دعوای اعسار چیست و عدم پیوست استشهادیه به دادخواست چه تأثیری بر روند دعوا دارد؟,,3.2819643020629883,1,1,1.0,1.0,0,0.0,0.0,0.0
9509970956201430_20,بار اثبات رابطه کارگری و کارفرمایی به عهده کیست و چه مدارکی برای اثبات این رابطه لازم است؟,,3.4432010650634766,0,0,0.0,0.0,0,0.0,0.0,0.0
9209970270201283_3,تخفیف مجازات به کمتر از حداقل قانونی چه شرایطی دارد و دادگاه چگونه می‌تواند در این مورد رأی دهد؟,,3.1556310653686523,0,0,0.0,0.0,0,0.0,0.0,0.0
9409970221600423_14,ابلاغ تصمیم اداره ثبت به همسایه مخاطب چه شرایطی دارد و آیا این ابلاغ قانونی محسوب می‌شود؟,بلاغ تصمیم اداره ثبت به همسایه مخاطب ابلاغ قانونی محسوب می‌شود. این ابلاغ به تفکیک از اینکه از نظر این دادگاه ابلاغ به همسایه، ابلاغ صحیح نبوده و اوراق اخطاریه می‌بایست یا به شخص مخاطب یا یکی از بستگان ایشان ابلاغ و یا در محل الصاق شود.,3.5150861740112305,1,1,1.0,1.0,0,0.7368,0.0,0.0
9209970902400520_0,حق عائله‌مندی زنان بی‌سرپرست طبق بند 4 ماده 68 قانون مدیریت خدمات کشوری شامل چه افرادی می‌شود؟,حق عائله‌مندی زنان بی‌سرپرست طبق بند 4 ماده 68 قانون مدیریت خدمات کشوری شامل زنان شاغل و بازنشسته و وظیفه بگیر که همسر داشته و همسرشان فوت نموده و یا به طور کلی ازدواج‌نکرده باشند. این مفهوم شامل زنانی است که همسر داشته و فوت نموده و یا به طور کلی ازدواج‌نکرده باشند.,3.245849370956421,1,1,1.0,1.0,0,0.6591,1.0,1.0
9309970955401134_13,سوال: چه شرایطی برای تعیین درصد جانبازی در کمیسیون تشخیص میزان از کارافتادگی ناشی از انفجار مواد منفجره بازمانده از جنگ وجود دارد؟,"برای تعیین درصد جانبازی در کمیسیون تشخیص میزان از کارافتادگی ناشی از انفجار مواد منفجره بازمانده از جنگ، شرایط زیر وجود دارد:

1. شاکی باید مجروحیت شیمیایی در جنگ و در جبهه محرز و مسلم باشد.
2. اسناد و مدارک متعدد پزشکی مبنی بر مجروحیت شیمیایی شاکی وجود داشته و انکار آن بلاوجه می‌باشد.
3. مدارک بالینی و گواهی‌های معتبر مبنی بر سابقه مجروحیت شاکی در زمان وقوع حادثه (1/4/64 و. . 2/4/64. . 12/4/64. . و مفاد ظهر آن صادره از واحد پزشکی شهید علی مازندرانی بنیاد شهید انقلاب اسلامی) وجود دارد.
4. نامه‌های مندرج در بند یک (اولا) رأی کمیسیون منتفی و کان لم یکن می‌باشد.
5. بر اساس نظریه شماره. . کمیسیون پزشکی بنیاد مستضعفان و جانبازان انقلاب اسلامی، میزان از کارافتادگی کلی شاکی و جانبازی وی به میزان 70 درصد تأیید شده‌است.
6. مدیر کل پزشکی قانون استان تهران سوختگی شیمیایی و تأثیر گازهای سمی در تارهای صوتی حنجره و ریه شاکی تأیید شده‌است.

در این شرایط، کمیسیون تشخیص میزان از کارافتادگی می‌تواند میزان از کارافتادگی کلی شاکی و جانبازی وی را به میزان 70 درصد تأیید کند.",7.741964101791382,1,1,1.0,1.0,0,0.3004,0.0,0.0
9209970221500862_11,مفهوم ثالث در دعوای اعتراض ثالث چیست و چه تأثیری بر وضعیت خواهان دارد؟,مفهوم ثالث در دعوای اعتراض ثالث به معنای اعتراض داده شده در دادخواست اعتراض ثالث به دادگاه است. این اعتراض باید به موجب دادخواست و بطرفیت محکوم به رای مورد اعتراض باشد. در این مورد، دادگاه می‌تواند دادنامه تجدیدنظر خواسته را در بخش مورد اعتراض مخدوش تشخیص کند و در قسمت فوق الاشاره، دادگاه راجع به دعوی مجلوب ثالث به خواسته الزام به تنظیم سند اجاره به‌طرفیت را در اساس قابل استماع ندانسته، قرار رد دعوی خواهان مجلوب ثالث صادر و اعلام می‌کند.,4.061404228210449,1,1,0.3333333333333333,0.5,0,0.3444,0.0,0.0
9309970220500031_8,رابطه عدم تمکین زوجه و بزه ترک انفاق چیست و آیا عدم تمکین مانع از تحقق این بزه می‌شود؟,,3.558202028274536,0,1,0.16666666666666666,0.3562071871080222,0,0.0,0.0,0.0
