id,question,generated_answer,latency,Recall@5,Recall@10,MRR,NDCG@10,EM,F1,ROUGE-1,ROUGE-L
9509970955602158_19,آیا قراردادهای پیمانکاری که پیمانکار خود کار را انجام می‌دهد و از کارگر استفاده نمی‌کند، از کسر حق بیمه معاف هستند؟,اطلاعات کافی در اسناد یافت نشد.,4.038080453872681,0,0,0.0,0.0,0,0.0,0.0,0.0
9509970001000249_8,حق حبس چگونه بر دعوای الزام به ایفای تعهدات قراردادی تأثیر می‌گذارد؟,حق حبس بر دعوای الزام به ایفای تعهدات قراردادی تأثیر می‌گذارد به طوری که اگر طرفی دارای حق حبس باشد، الزام صاحب حق حبس به ایفای تعهدات قراردادی انجام می‌دهد. این امر منوط به انجام تعهد طرف مقابل به نحو کامل است. در [DOC_1] این موضوع به تفصیلی صحبت می‌شود.,4.615644693374634,1,1,1.0,1.0,0,0.6731,0.0,0.0
9309970001000233_1,شرایط شکلی دعوای اعسار چیست و عدم پیوست استشهادیه به دادخواست چه تأثیری بر روند دعوا دارد؟,شرایط شکلی دعوای اعسار شامل ایراد شکلی است. عدم پیوست استشهادیه به دادخواست موجب صدور قرار رد دعوی به دلیل غیر قابل استماع بودن آن است و از موارد صدور حکم به بطلان دعوی محسوب نمی‌شود.,4.50960373878479,0,0,0.0,0.0,0,0.6567,0.0,0.0
9509970956201430_20,بار اثبات رابطه کارگری و کارفرمایی به عهده کیست و چه مدارکی برای اثبات این رابطه لازم است؟,بار اثبات رابطه کارگری و کارفرمایی به عهده کارگر است. برای اثبات این رابطه لازم است دلیل و مدارک دال بر وجود رابطه کار فیمابین طرفین و میزان مزد و مزایای بالاتر از حداقل قانونی و میزان سابقه کار در کارگاه به عهده کارگر باشد.,5.9946959018707275,1,1,1.0,1.0,0,0.8736,0.0,0.0
9209970270201283_3,تخفیف مجازات به کمتر از حداقل قانونی چه شرایطی دارد و دادگاه چگونه می‌تواند در این مورد رأی دهد؟,تخفیف مجازات به کمتر از حداقل قانونی باید به کمتر از حداقل مجازات قانونی تعیین شود. دادگاه بدوی در این مورد رأی دهد و از این رأی، دادگاه می‌تواند تخفیف مجازات را اعمال کند. در صورت وجود جهات تخفیف مجازات، میزان جزای نقدی باید از حداقل مقرر قانونی کمتر باشد.,4.723846197128296,1,1,1.0,1.0,0,0.5333,0.0,0.0
9409970221600423_14,ابلاغ تصمیم اداره ثبت به همسایه مخاطب چه شرایطی دارد و آیا این ابلاغ قانونی محسوب می‌شود؟,بلاغ تصمیم اداره ثبت به همسایه مخاطب باید از طریق نشر آگهی ابلاغ شود. این ابلاغ، هنگامی دارای اعتبار است که برای دادگاه محرز شود، مخاطب از مفاد اوراق مطلع شده است. بنابراین، این ابلاغ قانونی محسوب می‌شود و آثار آن‌را دارد.,5.37021279335022,0,0,0.0,0.0,0,0.4225,0.0,0.0
9209970902400520_0,حق عائله‌مندی زنان بی‌سرپرست طبق بند 4 ماده 68 قانون مدیریت خدمات کشوری شامل چه افرادی می‌شود؟,حق عائله‌مندی زنان بی‌سرپرست طبق بند 4 ماده 68 قانون مدیریت خدمات کشوری شامل زنان شاغل و بازنشسته و افرادی است که همسر داشته و همسرشان فوت نموده و یا به طور کلی ازدواج‌نکرده باشند. این مفهوم در [DOC_1] ذکر شده است.,4.995441913604736,1,1,1.0,1.0,0,0.6494,0.6667,0.6667
9309970955401134_13,سوال: چه شرایطی برای تعیین درصد جانبازی در کمیسیون تشخیص میزان از کارافتادگی ناشی از انفجار مواد منفجره بازمانده از جنگ وجود دارد؟,"برای تعیین درصد جانبازی در کمیسیون تشخیص میزان از کارافتادگی ناشی از انفجار مواد منفجره بازمانده از جنگ، شرایط زیر وجود دارد:

1. شاکی باید بر اثر انفجار نارنجک در جبهه مجروح نشده باشد.
2. صرف سهل‌انگاری و دستکاری نارنجک از موجبات عدم طرح موضوع در کمیسیون جهت تعیین درصد از کارافتادگی نمی‌باشد.
3. اداره حقوقی نزاجا خواسته شاکی را در این پرونده مورد پذیرش قرار داده‌است.

بر اساس این شرایط، حکم به ورود شکایت و الزام طرف شکایت به طرح موضوع در کمیسیون، جهت تعیین درصد از کارافتادگی یا جانبازی شاکی صادر و اعلام می‌گردد.",6.623929500579834,1,1,1.0,1.0,0,0.5034,0.0,0.0
9209970221500862_11,مفهوم ثالث در دعوای اعتراض ثالث چیست و چه تأثیری بر وضعیت خواهان دارد؟,مفهوم ثالث در دعوای اعتراض ثالث به معنای شخصی است که از رأی اصلی متضرر بوده و نفع خود را نیز احراز کرده است. این شخص می‌تواند به رای دادگاه بدوی در مورد دعوای اعتراض ثالث آمده و از این رو، تأثیرات خاصی بر وضعیت خواهان دارد. این تأثیرات شامل احراز ذی‌نفع بودن یا نبودن خواهان می‌شود. در این صورت، اگر قانونگذاری در دادگاه کیفری در رابطه با ضرر و زیان مدعی خصوصی تجویز نموده‌است، مثبت این ادعا است.,6.8150646686553955,0,0,0.0,0.0,0,0.4218,0.0,0.0
9309970220500031_8,رابطه عدم تمکین زوجه و بزه ترک انفاق چیست و آیا عدم تمکین مانع از تحقق این بزه می‌شود؟,رابطه عدم تمکین زوجه و بزه ترک انفاق ارائه حکم الزام به تمکین زوجه مانع از تحقق بزه ترک انفاق است. رأی دادگاه بدوی در این پرونده آقای الف.,4.0472798347473145,0,0,0.0,0.0,0,0.5128,0.0,0.0
