id,question,generated_answer,latency,Recall@5,Recall@10,MRR,NDCG@10,EM,F1,ROUGE-1,ROUGE-L
9509970955602158_19,آیا قراردادهای پیمانکاری که پیمانکار خود کار را انجام می‌دهد و از کارگر استفاده نمی‌کند، از کسر حق بیمه معاف هستند؟,اطلاعات کافی در اسناد یافت نشد.,3.2258880138397217,0,0,0.0,0.0,0,0.0,0.0,0.0
9509970001000249_8,حق حبس چگونه بر دعوای الزام به ایفای تعهدات قراردادی تأثیر می‌گذارد؟,حق حبس بر دعوای الزام به ایفای تعهدات قراردادی تأثیر می‌گذارد به طوری که اگر طرفین ضمن قرارداد صلح تنظیمی حق هرگونه اقامه دعوا را از خود ساقط نمایند، شرط موصوف شامل دعوای الزام به ایفای تعهدات ناشی از عقد صلح نمی‌شود. این مفهوم در [DOC_4] توضیح داده شده است.,3.4381325244903564,0,0,0.0,0.0,0,0.4038,0.0,0.0
9309970001000233_1,شرایط شکلی دعوای اعسار چیست و عدم پیوست استشهادیه به دادخواست چه تأثیری بر روند دعوا دارد؟,شرایط شکلی دعوای اعسار شامل عدم رعایت شرایط مقرر قانونی در استشهادیه پیوست دادخواست اعسار است. عدم پیوست استشهادیه به دادخواست اعسار موجب صدور قرار رد دعوی به دلیل غیر قابل استماع بودن آن است و از موارد صدور حکم به بطلان دعوی محسوب نمی‌شود.,3.652165412902832,0,0,0.0,0.0,0,0.7105,0.0,0.0
9509970956201430_20,بار اثبات رابطه کارگری و کارفرمایی به عهده کیست و چه مدارکی برای اثبات این رابطه لازم است؟,بر اساس متن [DOC_1]، بار اثبات رابطه کارگری و کارفرمایی بر اساس ماده 15 آیین‌نامه اجرایی و ماده 164 قانون کار به عهده کارگر است. لازم به ذکر است که برای اثبات این رابطه، مدارک و دلیل‌های مرتبط باید در دسترس باشند.,3.548435926437378,0,0,0.0,0.0,0,0.5238,0.0,0.0
9209970270201283_3,تخفیف مجازات به کمتر از حداقل قانونی چه شرایطی دارد و دادگاه چگونه می‌تواند در این مورد رأی دهد؟,تخفیف مجازات به کمتر از حداقل قانونی باید به کمتر از حداقل قانونی رأی دهد. رأی دادگاه بدوی در خصوص اتهام آقای ح. گ. فرزند م. در [DOC_1] ذکر شده است.,2.9384355545043945,1,1,1.0,1.0,0,0.4507,0.0,0.0
9409970221600423_14,ابلاغ تصمیم اداره ثبت به همسایه مخاطب چه شرایطی دارد و آیا این ابلاغ قانونی محسوب می‌شود؟,بله، ابلاغ تصمیم اداره ثبت به همسایه مخاطب قانونی محسوب می‌شود. این ابلاغ به دبیرخانه ادارات دولتی می‌رسد و از نوع ابلاغ قانونی است. در [DOC_7] ذکر شده که ابلاغ به دبیرخانه ادارات دولتی به قائم‌مقامی از مسئول دفتر اقدام می‌کنند و آثار آن‌را دارد.,3.3476455211639404,0,0,0.0,0.0,0,0.3784,0.0,0.0
9209970902400520_0,حق عائله‌مندی زنان بی‌سرپرست طبق بند 4 ماده 68 قانون مدیریت خدمات کشوری شامل چه افرادی می‌شود؟,حق عائله‌مندی زنان بی‌سرپرست طبق بند 4 ماده 68 قانون مدیریت خدمات کشوری شامل زنان شاغل و بازنشسته و افرادی که همسر داشته و همسرشان فوت نموده و یا به طور کلی ازدواج‌نکرده باشند. این مفهوم مشخص شده در [DOC_2].,4.2128660678863525,1,1,0.5,0.6309297535714575,0,0.64,0.6667,0.6667
9309970955401134_13,سوال: چه شرایطی برای تعیین درصد جانبازی در کمیسیون تشخیص میزان از کارافتادگی ناشی از انفجار مواد منفجره بازمانده از جنگ وجود دارد؟,"برای تعیین درصد جانبازی در کمیسیون تشخیص میزان از کارافتادگی ناشی از انفجار مواد منفجره بازمانده از جنگ، شرایط زیر وجود دارد:

1. شاکی بر اثر انفجار نارنجک در جبهه مجروح نشده‌است.
2. صرف سهل‌انگاری و دستکاری نارنجک از موجبات عدم طرح موضوع در کمیسیون جهت تعیین درصد از کارافتادگی نمی‌باشد.
3. اداره حقوقی نزاجا خواسته شاکی را در این پرونده مورد پذیرش قرار داده‌است.

بر اساس این شرایط، حکم به ورود شکایت و الزام طرف شکایت به طرح موضوع در کمیسیون، جهت تعیین درصد از کارافتادگی یا جانبازی شاکی صادر و اعلام می‌گردد.",5.126861333847046,1,1,1.0,1.0,0,0.5103,0.0,0.0
9209970221500862_11,مفهوم ثالث در دعوای اعتراض ثالث چیست و چه تأثیری بر وضعیت خواهان دارد؟,مفهوم ثالث در دعوای اعتراض ثالث به معنای شخصی است که از رأی اصلی دادگاه مخالفت می‌کند و نفع و متضرر بودن آن شخص نیز باید احراز شود. در این مورد، دادگاه بدوی در مورد دعوای اعتراض ثالث می‌تواند رأی خود را از دست دهد. این مفهوم تأثیر عمیقی بر وضعیت خواهان دارد، زیرا اگر شخص ثالث مخالفت کند، دادگاه بدوی می‌تواند رأی خود را از دست دهد و این می‌تواند به احتمال زیاد به تعهدات و تعهدات خواهان وارد شود.,4.174299001693726,0,0,0.0,0.0,0,0.443,0.0,0.0
9309970220500031_8,رابطه عدم تمکین زوجه و بزه ترک انفاق چیست و آیا عدم تمکین مانع از تحقق این بزه می‌شود؟,رابطه عدم تمکین زوجه و بزه ترک انفاق به معنای این است که زوج مانع از تحقق بزه ترک انفاق است. عدم تمکین زوجه مانع از تحقق بزه ترک انفاق نیست، بلکه باید به احراز تمکن مالی زوج و امتناع او از پرداخت نفقات مالی مرتبط با زوج برسد.,3.468756675720215,0,0,0.0,0.0,0,0.339,0.0,0.0
